,0,1,2,3
[0 3 3 3 0 0 0 3 3 3],15.780339758770364,11.400950001012282,14.578547320117051,10.195635514656942
[0 3 3 3 1 0 0 3 3 3],9.079216048280596,50.64648382179506,50.09971691203176,51.45480046437747
[0 1 3 3 1 0 0 1 3 3],3.294740590219737,58.52243266502085,18.882163987339776,17.504942388572672
[0 3 1 3 1 0 0 3 1 3],2.4418003185082453,11.875355747789222,4.079340868036137,56.798246009581796
[0 3 1 3 3 0 3 1 0 0],11.880053737998848,8.078190575364577,52.84886741145662,12.857416351640419
[0 1 1 1 3 0 3 3 0 3],28.68553672019326,4.630014207943666,32.1249768469931,59.00118707439885
[0 3 3 3 1 0 1 3 0 3],28.59219489654863,7.760550795098248,57.03971836780505,20.642796805391576
[0 3 3 3 1 0 0 3 3 0],21.476348031566822,33.563629955428155,53.73119641408245,33.205055393684795
[0 3 3 3 0 0 1 3 0 3],56.799230003917195,10.290739207549263,2.7489659292363697,13.112895114973854
[0 0 0 1 3 0 3 3 0 3],4.244045750852772,0.7586627343720391,40.95581737344653,4.839385509543243
[0 3 0 3 3 0 3 1 0 0],39.84730076887448,6.842143006920334,7.433160261103592,1.6087899182442207
[0 3 0 3 1 0 0 3 1 3],2.484077174028365,51.31516921868941,1.1932794569108867,2.0346342005472504
[0 1 3 3 1 0 0 3 3 3],4.070702512210704,26.410878527926645,28.803001826716002,57.001248213463334
[0 3 1 3 3 0 0 3 3 3],11.084967495307637,20.674142993693312,16.19619566822239,54.47580122816374
[0 1 3 3 0 0 0 3 3 3],1.0390217582845829,1.6138931397922691,39.35238198540418,4.079624791273417
[0 3 3 3 0 0 0 3 3 0],13.542578595529156,10.840567470702302,12.168916560470542,8.458644245921779
[0 3 3 3 0 0 1 0 3 3],53.66172768701606,24.35019494157256,2.854409452321392,21.098133482685487
[0 3 3 1 0 0 1 3 3 3],55.83300504968913,18.89757661130841,3.591989851871919,20.802229235535062
[0 3 3 3 0 0 0 0 3 3],10.669038748497462,3.9727900379125445,10.07454284328051,3.8940452217978856
[0 3 1 3 0 0 3 3 3 3],14.71191934044313,12.101957738655692,9.46261503904917,56.2748390508993
[0 3 3 1 0 0 0 3 3 3],39.83544016942637,3.511123237001121,0.535846668923491,3.972630030996804
[0 3 3 3 0 0 0 3 0 3],9.41269859424702,9.832088888567082,10.473165634278265,4.866034874059407
[0 0 0 0 3 0 3 3 0 3],5.71603937049256,12.149642730582432,6.37880241409474,12.927260691304031
[0 1 0 0 3 0 3 3 1 3],13.244981808126205,49.96410732338184,11.725348638225416,7.930248074073174
[0 3 0 3 3 0 3 3 1 1],57.11452757186674,22.890631603452587,23.177974543018404,3.9462082570020924
[0 3 0 3 3 0 1 3 3 3],55.149148014192875,15.8682452288879,17.602675665484632,10.664600216901391
[0 3 0 3 3 0 3 3 0 1],3.843371627717757,43.37256955545061,3.3770722253381606,0.07675843415776248
[0 1 0 0 3 0 3 3 0 3],43.143264631420365,1.3899551339618446,7.054390817405739,4.699766129636081
[0 0 3 3 0 0 1 3 3 3],24.760467006842923,52.24002855621499,3.525987827448659,27.072946552805025
[0 3 0 3 3 0 0 3 3 3],10.737440926031864,0.42446253230460396,0.277949163698417,10.731884442513428
[0 3 3 3 0 0 1 3 3 1],33.032981701932435,32.01272141561515,8.29742512517424,58.640463656553145
[0 3 3 3 0 0 3 3 1 3],15.034465004143936,49.843722186266916,9.705934639645077,14.455836170434004
[0 0 0 3 3 0 3 1 1 1],29.169671805506294,1.630558570319467,0.9097841863865328,0.0135183147463787
[0 3 0 3 1 0 1 3 3 3],51.80943738121384,3.0085079394410785,5.018844007134131,0.508164191141385
[0 3 3 3 0 0 1 3 3 3],61.904549954737064,59.126814926934514,10.461599270298253,59.06622238996458
[0 3 1 3 0 0 1 3 3 3],2.4503014910365306,2.1588384240704555,3.54897772302544,44.005812623197485
[0 3 1 1 3 0 3 0 0 1],0.0,0.6212980631342979,1.4458002823313565,29.424286768858043
[0 3 3 3 3 0 1 3 0 3],56.09273166411822,3.783934536015897,9.29275548028706,10.206811793870443
[0 3 1 3 3 0 3 0 0 3],23.325392610120566,2.1835927156490094,24.21731031533007,53.54755585842992
[0 3 1 3 1 0 1 3 0 3],54.66313379440778,2.5066454625099017,4.789558360452722,1.5924794811967375
[0 1 3 3 0 0 2 0 3 3],1.0752013371126932,47.195128115636074,0.5342485689065126,1.8153238712655684
[3 3 3 3 0 0 1 3 3 3],58.13130432517082,58.42054387924668,13.754578036257145,65.3303352325147
[3 3 3 1 0 0 1 3 3 1],12.202588559924276,66.9044243189241,4.496314188656694,14.373524094248621
[3 3 3 3 0 0 0 3 3 3],18.669298332503274,9.964006483084766,22.157492862850955,11.70500806814917
[3 3 1 3 0 0 3 3 1 3],14.58185004828987,67.06904908730627,0.9751659239750066,16.128999007413142
[3 0 0 3 3 0 3 3 1 3],15.962785005858763,63.93269821286405,16.852834877504506,4.758918247263839
[3 3 0 3 3 0 3 3 1 3],59.27736698655867,62.349460474127966,58.94155101406041,13.557863811966683
[3 3 0 3 3 0 3 1 1 3],65.04593231667134,38.01125236918377,37.65596429463758,7.880177970269332
[3 3 0 3 1 0 3 3 3 3],23.61860697147411,20.338730759505786,68.24043656485927,3.8748123705433057
[3 3 3 0 1 0 0 3 3 3],2.215852301586482,24.129207799768967,25.176009157614256,68.0651173995462
[3 3 0 3 0 0 3 3 3 3],0.2684705634443875,0.365234369562549,13.700548156494133,13.054653662265073
[3 3 3 3 1 0 0 3 3 3],16.35860328652027,71.88970204433593,78.20154027651346,71.45532719003337
[3 0 3 3 0 0 0 3 3 3],14.533208381471507,0.6838791434168612,7.341353455405715,0.47515284270084546
[3 3 0 3 0 0 0 3 3 3],1.728675843465521,0.3218112839272347,6.978247689314561,1.5282269219916615
[3 3 0 0 3 0 3 0 0 0],0.3975030009246048,0.10069904562353607,0.0240623968475791,3.537453634595381
[3 3 3 3 3 0 0 3 0 3],13.159277799429706,17.926395717116716,0.5259674492279409,0.8713297927455805
[3 3 3 3 0 0 0 0 3 3],14.578223825172484,3.6046077184965313,12.581972517446031,3.0051928204723937
[3 3 3 0 0 0 0 3 3 3],9.57641515647946,1.1210110175893786,14.925298115360874,1.6162086272188954
[3 3 0 3 3 0 3 0 0 3],2.043254333998141,9.74657553420133,2.692768157059449,15.91058227382135
[2 3 0 3 3 0 3 0 0 3],3.1144489239883493,13.756516624249704,2.998364421096033,19.807420027107877
[2 1 0 0 3 0 3 3 0 3],4.684578977059564,17.240409292959566,3.593389881672769,4.258505602802811
[2 3 1 3 1 0 0 3 0 3],0.09301039780009339,0.21257368010211058,0.0,24.16585849798459
[2 3 1 3 3 0 3 1 0 0],6.667711621835559,1.172303477167726,57.359044124329785,2.9866253560670213
[2 1 1 1 3 0 3 3 0 3],63.80110169475386,2.971440730546009,17.603915101542288,18.325005805096296
[2 3 3 3 1 0 1 3 0 3],63.96931013996666,1.2558519234528072,9.719897549979494,10.116793820859417
[2 3 3 3 0 0 1 0 3 3],62.45252645519953,33.210913666129414,6.937497281172612,31.469572369100526
[2 3 3 3 1 0 0 3 0 3],0.9615703784904139,0.3319539339433643,42.187605913910296,4.109706328549034
[2 3 0 3 3 0 3 1 0 0],2.876415102381317,1.7556358210016385,2.1736838295172203,17.01585950389147
[2 3 0 3 1 0 0 3 0 3],0.17381488917816434,0.4805477566308559,30.64467697556782,0.0
[2 3 3 0 1 0 0 3 3 0],1.1930527979276597,9.323322987036773,47.645513874528966,9.061578807206441
[2 3 3 3 1 0 0 3 3 3],8.086686290219026,42.70559945668352,43.36939551696112,61.49997243028579
[2 3 3 3 0 0 0 3 3 3],17.048050235648756,11.745087160853329,15.420573303778433,11.948000039180613
[2 3 3 0 0 0 0 3 3 0],14.653235939031063,3.9399127001787506,13.5716333960639,3.417321778787888
[2 3 0 3 0 0 0 3 0 3],4.77971832757362,11.216602290587593,6.262151692242107,23.45242126797524
[2 0 3 3 0 0 0 0 3 3],18.11193541644175,1.0644719244539849,10.556269219145694,1.757354290581914
[1 3 3 3 0 0 0 3 3 3],16.15446379454429,10.231137574659845,16.696900387400248,9.251693538361106
[1 3 3 1 0 0 0 3 3 0],1.762831978080884,29.973814165635083,0.5357576321360286,1.9130342552803938
[1 3 1 3 0 0 3 3 0 3],3.429287315528073,0.3063179252692412,2.0301858680688802,44.181230302441136
[1 0 0 3 3 0 3 3 0 3],1.4349069996829653,15.661913739471508,1.5311387669857008,15.250379060539872
[1 3 1 3 3 0 3 0 0 3],6.128220173760878,0.6496465998620775,8.714559391239872,56.33278383908431
[1 3 1 3 3 0 3 3 0 3],38.65791138315194,6.818578066962739,42.28220993152261,56.85180936613567
[1 3 0 3 3 0 3 3 0 3],6.885266890854806,15.523526056225247,6.946729582902489,16.502650270594426
[1 1 1 3 3 0 3 3 0 3],10.275584432740242,2.472773526928522,7.627020309315743,56.48359373313803
[1 3 1 3 1 0 3 3 0 3],7.053029051317255,2.2912202482514537,4.2200911986653455,54.38445627528003
[1 1 0 3 3 0 3 3 0 3],2.3143148568007454,0.39619612553275657,1.0874074232395952,31.22585724894889
[1 3 1 3 3 0 3 1 0 3],2.500621652179578,1.8038668565241822,1.9383054770456902,51.08854247941059
[1 3 2 3 3 0 3 3 0 3],1.5395179136268915,0.2916777647481824,4.711629388463052,54.16360815997442
[3 3 1 3 3 0 3 3 0 3],68.77421333686625,8.804427598826152,44.17856818262478,46.45906330406047
[3 1 1 3 3 0 3 3 0 3],72.65400122903912,3.332366819581452,22.491927705871554,18.613802916515553
[3 3 1 3 1 0 3 3 0 3],3.18875132280427,1.5872229125228943,72.76638888343726,3.7224230309895927
[3 3 3 1 1 0 0 3 3 0],2.5181455618991393,13.593398672020196,13.19044765082127,72.21796354631522
[3 1 3 3 1 0 0 3 3 3],7.665611777625058,40.855149572148186,45.25127033877262,76.16840544898956
[3 3 1 3 1 0 0 3 3 3],3.8411315659853913,37.92830406628866,75.98219271626215,11.067272694642288
[3 1 3 3 0 0 0 3 3 3],14.95427402603701,6.42397356584946,5.898331226360841,4.038816556424512
[3 3 3 1 1 0 0 3 3 3],1.6811229306616113,75.92293458327036,35.528728773705275,35.99187875410051
[3 1 3 3 1 0 0 1 3 3],2.2623126515289713,61.242991824464745,3.6321046177255543,11.887999918657943
[3 3 1 3 3 0 0 3 1 3],2.119603077745409,11.338225534548485,8.03752076285958,67.42356582286521
[3 3 1 3 3 0 3 3 0 0],67.91892343136115,1.6801903152686593,25.922824314487126,28.827534251852533
[3 3 3 3 1 0 3 3 0 3],17.82449173685904,1.042081643325199,72.2904265921243,11.425403365408135
[3 3 3 3 1 0 0 3 3 0],9.466206095339732,70.15959946837353,31.059207918962446,29.012267836011524
[3 3 3 3 0 0 3 3 0 3],0.15812514167029973,3.33908715776187,18.19163697647923,0.0
[3 3 1 3 3 0 0 3 3 3],2.1262065781303234,13.977510854606717,15.845278291300495,69.23022478819452
[3 3 3 3 0 0 0 3 3 0],28.56542640957979,3.0000386927153224,15.34439382742285,3.0204946118664395
[2 0 0 3 3 0 3 3 0 3],2.9327403716039933,14.616442478101717,2.928593309770911,19.632445723232454
[2 3 0 3 3 0 3 3 0 0],0.7675246063942629,8.274674551584523,0.7307611573044392,19.068872220110098
[2 3 0 3 3 0 0 3 1 3],0.1967689563989005,18.17835240095241,0.0,0.0779921635127369
[2 3 0 0 3 0 3 3 1 3],50.35604763149629,5.027453585311742,7.748257220898266,1.3681790950953516
[2 3 0 3 3 0 3 1 1 1],43.33000715155514,3.441249356774762,2.7985343266149805,1.0775726569815522
[2 3 0 3 1 0 1 3 1 3],22.222519346876084,0.1,0.10879840319431291,0.10940582107099694
[2 0 3 3 0 0 1 1 3 3],44.69907234395804,1.2832478152635072,0.597703793071721,2.4056470068587164
[2 3 3 3 0 0 1 3 3 1],15.581689920751076,17.39550944006216,3.3513259360779606,52.27607589104364
[2 3 3 3 0 0 3 3 1 3],4.854273890485949,45.21816716899372,1.7224873828771619,6.882383585515882
[2 3 3 3 0 0 0 3 3 1],10.323663655489181,8.796556619717817,15.310092467701514,7.945203289446436
[2 0 3 3 0 0 0 1 3 3],14.870521631702763,1.6354115217692096,2.2102562923976308,1.20586260565565
[2 0 0 3 3 0 3 3 1 3],4.864707751977954,53.7422623466491,8.25996271490699,1.4936574803367848
[2 3 0 3 3 0 3 3 1 1],58.237386320411844,18.96753937295608,11.331829769621885,2.19386425615229
[2 3 0 3 3 0 1 3 3 3],58.07973167040691,5.7715849230054594,8.868041209577116,1.7409101066556474
[2 3 0 3 3 0 3 3 0 1],1.7784425702266575,1.6598180417443953,2.269313461046684,15.0756330746048
[2 3 3 3 0 0 3 3 0 3],1.9390882196459345,11.2915684547614,19.44636825044198,2.232600471955491
[2 3 3 3 0 0 0 3 3 0],21.858414575541417,7.169402579704568,16.125680208057016,7.08078979351996
[1 0 3 3 0 0 0 1 3 3],13.974579122612647,9.333705286383278,10.965244946342976,10.6278792713795
[1 3 0 3 1 0 0 3 1 3],0.6229974113099574,1.4439221193135592,46.73493689548243,1.4730321617637596
