,0,1,2,3
[1 0 3 0 3 0 0 1 0],8.87557548448502,-4.358453688314225,0.11017280257948898,-4.565391501902573
[1 0 3 0 3 1 0 0 0],15.456829901152274,-4.348505391441353,6.766016909196824,-4.5882347010374405
[1 1 3 0 3 1 0 0 0],56.871509466700964,1.4190002890821178,0.975868371688778,0.9326559530146992
[1 1 1 0 1 1 0 0 0],33.06749618041493,0.3165054623277239,0.0636661945134031,0.0
[4 3 1 3 0 0 1 0 0],0.15973752701031493,15.353566580565454,-0.1576685134391522,6.001114927050642
[4 3 3 1 0 0 0 1 0],0.0,-0.2,0.33683365353656025,0.023437173916735617
[4 3 0 3 0 0 1 0 0],-9.361331831174006,1.3821169370624509,-8.067473794299703,2.1522145228841967
[1 0 3 1 3 0 0 1 0],2.933559010689757,-0.5019488504259015,8.265410802820732,-0.398
[4 3 3 0 0 0 0 1 0],-1.5324467431780535,-0.7807030497142118,-0.03173242782574606,0.523051122174051
[4 3 0 3 0 0 0 0 1],-11.963959195618703,3.763029608452788,-10.293098426340073,13.238308607909051
[1 1 0 0 1 1 0 0 0],1.1116825644818884,0.0,0.0,0.0
[1 2 3 0 3 1 0 0 0],48.127423873929324,-0.009323370344845401,0.0,-0.15476356345599068
[0 1 3 0 3 1 0 0 0],58.09357751724468,29.70217402539398,27.708478028842446,29.871586070091134
[0 3 1 0 1 0 1 0 0],7.970827403142699,14.615657747708951,4.621832131552003,62.8595250068728
[-4  3  0  3  1  0  0  0  1],10.488368597629059,10.740989241209885,11.227468375896953,48.30752877646205
[-4  3  0  1  1  0  0  1  0],1.722786542377302,1.0796795299581106,53.36248377450913,3.92300337419445
[-1  0  3  1  3  0  0  1  0],3.0007298398053246,7.913268888993512,53.81293500617572,9.880434159249258
[-1  0  1  1  3  0  1  0  0],0.04379359378912418,1.7913136786841808,40.00960909757044,0.29919410237427074
[-1  0  3  0  3  0  0  1  0],0.6926587672871438,-2.366864243981307,12.531775141486028,-2.968031637348586
[-1  0  3  0  3  1  0  0  0],4.133923938955578,-5.1951246130230855,18.545229201938206,-5.705888435672576
[-4  3  0  0  1  0  0  0  1],-0.357869739131765,0.22457703316635025,0.4181966547103768,16.223789664698952
[-4  3  0  3  0  0  0  0  1],-6.191082040333196,19.15531931111684,-6.906155889254603,8.280258775984743
[-4  3  0  3  0  0  1  0  0],-1.5376899571395988,14.124774754061626,-3.1403878476075797,0.6967169184041154
[0 3 1 0 0 0 1 0 0],7.350886727942112,61.264798779034464,4.485713685723958,5.251738940363454
[0 0 3 0 3 1 0 0 0],28.97482078784601,-2.1453497451270067,9.249967351008411,-1.8508309686984505
[0 3 1 3 0 0 1 0 0],30.912546243094052,60.86433326274682,29.42918803748856,30.317616622760486
