,0,1,2,3
[0 3 3 3 3 3 3 3 3 3 3 1 0 0 0 0 3 3 3 3 3 3 3 3 3 3],11.011186875994357,12.007316206895997,65.53059205158178,10.479027617811964
[0 3 3 3 3 3 3 3 3 3 3 0 0 0 0 1 3 3 3 3 3 3 3 3 3 3],4.501815022792948,3.3115634122891837,4.844800493129811,25.656337399939247
[0 3 3 3 3 3 3 3 3 3 3 0 0 0 1 1 3 3 3 3 3 3 3 3 3 3],17.8242274066137,36.30902365492082,4.8162757869184905,18.978426023089018
[0 3 3 3 3 1 3 3 3 3 1 0 0 0 1 1 3 3 3 3 1 3 3 3 3 1],0.7192824216397342,2.061608879912937,1.0517251580899358,33.13075266237998
[0 3 3 3 1 3 3 3 3 1 3 0 0 0 1 1 3 3 3 1 3 3 3 3 1 3],2.1692577968631825,4.080349667693896,-0.0456683895109975,36.08648463071121
[0 3 3 1 3 3 3 3 1 3 3 0 0 0 1 2 3 3 1 3 3 3 3 1 3 3],1.5683878849193669,0.8096526550378763,-0.07798486003552951,39.78358097642535
[0 1 1 1 1 1 3 3 1 3 3 3 3 0 3 3 0 0 0 1 2 3 3 1 3 3],2.545374127853993,-0.03698209,43.94897685518401,3.9680283751819774
[0 3 3 3 3 3 1 1 1 1 1 3 3 0 3 3 3 3 0 3 3 0 0 0 1 2],2.663664679188112,-0.08372852367038296,48.04019933708105,1.938357308640957
[0 3 3 3 3 3 3 3 3 3 3 1 1 0 1 1 3 3 0 3 3 3 3 0 3 3],49.16189117527852,0.521889421678847,6.218671346657932,14.961499760582113
[0 3 3 3 3 1 3 3 3 3 1 1 0 0 1 1 3 0 3 3 3 3 0 3 3 3],13.762889945022376,42.06859526425932,2.3884736578646657,11.632643990936627
[0 3 3 3 3 3 3 3 3 3 3 1 1 0 0 1 3 3 0 3 3 3 3 0 3 3],0.2991968036403476,-0.0199,18.203999748161333,0.9748299658951616
[0 3 3 3 1 3 3 3 3 1 3 0 0 0 1 3 0 3 3 3 3 0 3 3 3 3],15.717244390385728,17.615624814196046,1.8329345684110467,38.70546029753104
[0 3 3 3 3 1 3 3 3 3 1 1 0 0 0 1 3 0 3 3 3 3 0 3 3 3],8.075645565342446,0.42213189322282474,0.17919970788879938,0.36638271318621646
[0 3 3 3 3 3 3 3 3 3 3 1 1 0 0 0 3 3 0 3 3 3 3 0 3 3],4.327354138889795,4.458229721557047,49.02400369397579,10.567260977141794
[0 3 3 3 3 3 1 1 0 0 0 3 3 0 3 3 3 3 0 3 3 0 0 0 1 2],-0.02,0.0,-0.01,0.3798159636864082
[0 1 1 0 0 0 3 3 0 3 3 3 3 0 3 3 0 0 0 1 2 3 3 1 3 3],0.0,-0.00279299604969652,0.0,-0.01
[0 1 3 3 3 3 1 3 3 3 3 1 1 0 0 0 3 3 3 0 3 3 3 3 0 3],1.4847190602932703,14.254437703063141,8.687755198622902,51.32305829323964
[0 3 1 3 3 3 3 1 3 3 3 3 1 0 0 0 3 3 3 3 0 3 3 3 3 0],3.0030106985112797,49.708987257655025,22.655652086761044,25.49813965825174
[0 1 3 3 3 3 1 3 3 3 3 1 0 0 0 0 3 3 3 0 3 3 3 3 0 3],-0.036690782197384086,0.5446006478149595,15.818407151116656,0.3708878637343039
[0 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 3 3 0 3 3 3 3 0 3 3],7.061470413206276,3.1705285189369814,2.1296710751425745,-0.8573307020707026
[0 3 3 3 3 1 3 3 3 3 1 0 0 0 0 1 3 0 3 3 3 3 0 3 3 3],0.5128680013229967,9.403187540735306,-0.1103663727829061,0.2466291471420945
[0 3 3 1 3 3 3 3 1 3 3 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3],14.728072723136826,14.543544740152743,1.6032299637555347,33.659614837972065
[0 3 3 1 3 3 3 3 1 3 3 3 3 0 3 3 0 0 0 3 3 3 3 3 3 3],38.04658843355644,1.035911820247479,10.890523867215625,9.919434441266413
[0 3 3 1 3 3 3 3 1 3 3 3 3 0 3 3 3 3 0 3 3 0 0 0 3 3],33.2901066815608,1.18351177682751,9.689716677397652,9.55642734140173
[0 3 3 1 3 3 3 3 0 3 3 3 3 0 3 3 0 0 0 3 3 3 3 3 3 3],-0.02588906125459399,-0.04136244276542921,-0.015056669606137989,9.490772654196032
[0 3 3 0 3 3 3 3 0 3 3 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3],-2.0288221735420637,-2.3165282314206324,4.035114977731772,0.27308516409640615
[0 3 3 3 0 3 3 3 3 0 3 0 0 0 0 3 0 3 3 3 3 0 3 3 3 3],0.7332693360516712,-1.528050732061505,4.883804176043348,-0.8866290611743566
[0 3 3 3 3 0 3 3 3 3 0 0 0 0 0 0 3 0 3 3 3 3 0 3 3 3],2.2301735147672677,-1.7232926407191849,3.6240338440992748,-2.0272054131540767
[0 3 3 1 3 3 3 3 1 3 3 3 3 0 0 0 3 3 3 3 3 3 3 3 3 3],4.78428228033153,21.934753919529673,21.34682911561215,45.62032176354275
[0 1 1 1 3 3 3 3 1 3 3 3 3 0 3 3 3 3 0 0 0 3 3 3 3 3],45.36616689730741,1.1932356944126046,6.030191712312309,6.272294574723091
[0 3 3 1 3 3 3 3 0 3 3 3 3 0 0 0 3 3 3 3 3 3 3 3 3 3],-0.06872927339181274,0.030475926757752618,0.09747362409609561,21.21891711373586
[0 3 1 3 3 3 3 0 3 3 3 3 0 0 0 0 3 3 3 3 0 3 3 3 3 0],-0.04920436342442599,-0.05993966163508083,-0.009988817252350141,-0.0597617219981
[0 1 3 3 3 3 0 3 3 3 3 0 0 0 0 0 3 3 3 0 3 3 3 3 0 3],-0.04275563424555236,-0.03872756648935567,-0.040121072881238805,-0.03998
[0 3 3 3 3 3 0 0 0 0 0 3 3 0 3 3 3 3 0 3 3 0 0 0 1 2],-0.16244485145677864,0.046058214956798356,-0.17178579176392028,-0.1939319420958327
[0 0 0 0 0 0 3 3 0 3 3 3 3 0 3 3 0 0 0 1 2 3 3 1 3 3],-0.01,3.4772450051368176,-0.00919,-0.010179100000000002
[0 3 3 0 3 3 3 3 0 3 3 0 0 0 1 2 3 3 1 3 3 3 3 1 3 3],19.80127164683988,0.4486911338627773,-0.03613077051674807,-0.02459261974548437
[0 3 0 3 3 3 3 0 3 3 3 0 0 0 2 1 3 1 3 3 3 3 1 3 3 3],2.940863335813743,35.02552338811238,-0.009737108563225938,1.1663350332023437
[3 0 3 3 3 3 0 3 3 3 3 0 0 0 1 1 1 3 3 3 3 1 3 3 3 3],36.20942590411879,61.282816237245896,9.063358152708139,36.357568795126504
[3 3 0 3 3 3 3 0 3 3 3 0 0 0 0 1 3 1 3 3 3 3 1 3 3 3],0.4503817591466994,-0.01,0.0,3.075326502059223
[3 3 3 0 3 3 3 3 0 3 3 0 0 0 0 0 3 3 1 3 3 3 3 1 3 3],3.8639146272953253,49.732676544561365,0.6938983641955119,0.21494952018646205
[3 3 3 3 3 3 3 3 3 3 3 0 0 0 1 1 3 3 3 3 3 3 3 3 3 3],40.10478867469733,36.646353932537444,9.203655566204493,56.86335252840074
[3 3 3 3 3 1 3 3 3 3 1 0 0 0 1 1 3 3 3 3 1 3 3 3 3 1],6.682631398778054,42.117262144421275,2.130339289381007,6.782503936008086
[3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 1 3 3 3 3 3 3 3 3 3 3],25.751230013351353,0.5440914750905337,1.7677772815626127,0.7223106443880869
[3 0 3 3 3 3 0 3 3 3 3 0 0 0 0 0 1 3 3 3 3 1 3 3 3 3],3.4700362383679675,5.80724168525514,46.480715327167594,4.162934229138324
[3 3 0 3 3 3 3 0 3 3 3 0 0 0 0 0 3 1 3 3 3 3 1 3 3 3],3.8530031740892245,2.2622631688689707,40.29676530647705,2.7467297548054885
[3 3 3 3 1 3 3 3 3 1 3 0 0 0 1 3 3 3 3 1 3 3 3 3 1 3],3.1720535498512348,47.8787311216655,0.32234921081515877,6.780369649214077
[3 3 3 1 3 0 3 3 1 3 0 0 0 0 3 0 3 3 1 3 0 3 3 1 3 0],3.5510341019747598,48.48268909162134,0.859369216454635,1.4474129048597866
[3 3 3 1 3 0 0 0 0 3 0 3 3 0 3 0 3 3 1 3 0 3 3 1 3 0],48.45094511330457,6.2145203625703775,4.312678252014809,0.0734818632893978
[3 0 0 0 3 0 3 3 0 3 0 3 3 0 3 0 3 3 1 3 0 3 3 1 3 0],8.217216094880728,48.80008944133156,11.321579025763308,0.2002810562902546
[3 3 3 1 3 0 0 0 0 3 0 3 3 0 3 0 3 3 0 3 0 3 3 1 3 0],0.2139766961006471,2.583749800115276,0.0,0.1518797419447993
[3 3 3 1 3 0 3 3 1 3 0 0 0 0 3 0 3 3 0 3 0 3 3 0 3 0],1.9517875780923797,0.39424616239234667,0.5548869402927024,38.6916758444473
[3 3 3 1 3 0 3 3 1 3 0 3 3 0 3 0 0 0 0 3 0 3 3 0 3 0],2.8373742870529743,0.06095786592877928,1.9604529917851288,42.50821963625803
[3 3 3 1 3 0 3 3 1 3 0 3 3 0 3 0 3 3 0 3 0 0 0 0 3 0],8.80760480077838,0.14132945734045368,44.16961058162962,4.324708515500029
[3 3 3 1 3 0 3 3 1 3 0 3 3 0 3 0 3 3 0 3 0 3 3 0 3 0],78.67719927738555,26.0376976482752,65.60477544100111,66.89684079494103
[3 3 3 1 3 0 3 3 0 3 0 3 3 0 3 0 3 3 0 3 0 0 0 0 3 0],0.29063026014820836,1.7335323092430525e-08,-0.0073350504510691465,45.26433253425474
[3 3 3 0 3 0 3 3 0 3 0 3 3 0 3 0 0 0 0 3 0 3 3 0 3 0],0.6835143033543699,8.699088226032048,0.6335578338650527,5.214658655296918
[3 1 1 1 3 0 3 3 1 3 0 3 3 0 3 0 3 3 0 3 0 3 3 0 3 0],65.07791150107333,34.568945108554736,79.42512477403042,66.4869855350265
[3 3 3 1 3 0 1 1 1 3 0 3 3 0 3 0 3 3 0 3 0 3 3 0 3 0],48.118687322611926,23.00837928537811,50.69952849656658,82.26716613581765
[2 3 3 1 3 0 3 3 1 3 0 1 1 0 3 0 3 3 0 3 0 3 3 0 3 0],0.09400438639575313,0.001008019075094358,0.19990000000000002,7.182361426219212
[2 3 3 2 3 0 3 3 1 3 0 3 3 0 3 0 1 1 0 3 0 3 3 0 3 0],6.5060816097438225,0.0003540003782744937,0.2850744181138203,0.0
[2 3 3 1 3 0 3 3 2 3 0 3 3 0 3 0 3 3 0 3 0 1 1 0 3 0],22.84621029996365,0.0,0.7791614781588619,0.0
[3 3 3 1 3 0 3 3 1 3 0 1 1 0 3 0 3 3 0 3 0 3 3 0 3 0],80.80487348496634,2.5123479866268474,14.133556884579134,47.65309691075937
[3 3 3 1 3 0 3 3 1 3 0 3 3 0 3 0 1 1 0 3 0 3 3 0 3 0],81.4443746208926,2.5166488343983358,46.33513705104529,47.27245472173944
[3 3 3 1 3 0 3 3 1 3 0 3 3 0 3 0 3 3 0 3 0 1 1 0 3 0],40.958176036789844,2.2787161718728752,41.9218449404008,81.12503934358475
[3 3 3 1 3 0 3 3 0 3 0 3 3 0 3 0 1 1 0 3 0 3 3 0 3 0],0.5005008403457603,0.0,7.573080418300822,1.32361547613713
[3 3 3 0 3 0 3 3 0 3 0 1 1 0 3 0 3 3 0 3 0 3 3 0 3 0],-0.02194149275322867,0.014127042262724893,16.036530542968542,0.13935744503347058
[3 1 3 3 0 3 1 3 3 0 3 1 1 0 0 3 3 3 3 0 3 3 3 3 0 3],-0.04702125454168937,22.407947058612624,1.1939752835168647,0.46519588054643013
